graph_order,acronym,name_x,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh
1212,NLL,nuclei of lateral lemniscus,nuclei of lateral lemniscus,LLN,DHBA:12454,#4E78B0,418,128,0,0,1,1,1
1213,DLL,dorsal nucleus of lateral lemniscus,dorsal nucleus of lateral lemniscus,DLL,DHBA:12455,#4C72A8,1518,220,190,255,1,1,1
1214,ILL,intermediate nucleus of lateral lemniscus,intermediate nucleus of lateral lemniscus,ILL,DHBA:12456,#4C72A8,1519,220,190,255,1,1,1
1215,VLL,ventral nucleus of lateral lemniscus,ventral nucleus of lateral lemniscus,VLL,DHBA:12457,#4C72A8,1520,245,130,48,1,1,1
1216,PaL,paralemniscal nucleus,paralemniscal nucleus,PLN,DHBA:12495,#517DBE,1370,128,128,128,1,1,1
1217,PaL,paralemniscal nucleus,paralemniscal nucleus,PLN,DHBA:12495,#517DBE,1370,128,128,128,1,1,1
1218,PB,parabrachial nuclei,parabrachial nuclei,PB,DHBA:12481,#517DBE,424,152,18,66,1,1,1
1219,LPB,lateral parabrachial nucleus,lateral parabrachial nucleus,LPB,DHBA:12482,#4E78B0,425,246,186,215,1,1,1
1220,LPBce,"lateral parabrachial nucleus, central part","lateral parabrachial nucleus, central part",LPBc,DHBA:12483,#4E78B0,1522,245,130,48,1,1,1
1221,LPBd,"lateral parabrachial nucleus, dorsal part","lateral parabrachial nucleus, dorsal part",LPBd,DHBA:12484,#4E78B0,1523,170,110,40,1,1,1
1222,LPBe,"lateral parabrachial nucleus, external part","lateral parabrachial nucleus, external part",LPBe,DHBA:12485,#4E78B0,1524,0,128,128,1,1,1
1223,LPBs,"lateral parabrachial nucleus, superior part","lateral parabrachial nucleus, superior part",LPBs,DHBA:12486,#4E78B0,1525,145,30,180,1,1,1
1224,MPB,medial parabrachial nucleus,medial parabrachial nucleus,MPB,DHBA:12487,#517DBE,426,70,215,186,1,1,1
1225,MPBe,"medial parabrachial nucleus, external part","medial parabrachial nucleus, external part",MPBe,DHBA:12488,#4E78B0,1526,245,130,48,1,1,1
1226,MPBm,"medial parabrachial nucleus, medial part","medial parabrachial nucleus, medial part",MPBm,DHBA:12489,#4E78B0,1527,145,30,180,1,1,1
1227,PnLCx,other nuclei in lateral cell groups of pons,,,DHBA:AA30439,,1528,250,190,212,1,1,1
1228,PnG,pontine gamma nucleus,pontine gamma nucleus,PnG,DHBA:12513,#3D5C87,1529,0,0,128,1,1,1
1229,KF,Koelliker-Fuse nucleus,Koelliker-Fuse nucleus,KF,DHBA:12518,#4E78B0,1530,170,255,195,1,1,1
1230,I5,intertrigeminal nucleus,intertrigeminal nucleus,I5,DHBA:12516,#517DBE,1531,220,190,255,1,1,1
1231,P5,peritrigeminal zone,peritrigeminal zone,P5,DHBA:12529,#517DBE,1532,0,0,128,1,1,1
1232,Su5,supratrigeminal nucleus,,,DHBA:AA30440,,1533,245,130,48,1,1,1
1233,NA7,A7 noradrenaline cell group,caudal division of SPC (area 7),A7,DHBA:10220,#E49C33,1534,230,25,75,1,1,1
1234,Pa6,paraabducens nucleus,paraabducens nucleus,Pa6,DHBA:12524,#517DBE,1535,250,190,212,1,1,1
1235,PnVe,ventral cell groups in pontine tegmentum,,,DHBA:AA30441,,1536,230,25,75,1,1,1
1236,TrZ,nucleus of trapezoid body,nucleus of trapezoid body,TrZ,DHBA:12458,#4E78B0,419,93,4,18,1,1,1
1237,TrZl,lateral nucleus of trapezoid body,lateral nucleus of trapezoid body,TrZl,DHBA:12459,#4C72A8,1537,0,130,200,1,1,1
1238,TrZm,medial nucleus of trapezoid body,medial nucleus of trapezoid body,TrZm,DHBA:12460,#4C72A8,1538,0,130,200,1,1,1
1239,TrZv,ventral nucleus of trapezoid body,ventral nucleus of trapezoid body,TrZv,DHBA:12461,#4C72A8,1539,240,50,230,1,1,1
1240,SOC,superior olivary complex,superior olivary complex,SOC,DHBA:12462,#4E78B0,420,179,137,50,1,1,1
1241,POI,periolivary nuclei,periolivary nuclei,POI,DHBA:12464,#476A9A,1540,230,25,75,1,1,1
1242,LPOI,lateral periolivary nucleus,lateral periolivary nucleus,LPOI,DHBA:12465,#476A9A,1541,145,30,180,1,1,1
1243,MPOI,medial periolivary nucleus,medial periolivary nucleus,MPOI,DHBA:12466,#476A9A,1542,0,0,128,1,1,1
1244,RO,retro-olivary cell group,retro-olivary cell group,RO,DHBA:12467,#4C72A8,1543,255,250,200,1,1,1
1245,SO,supraoptic nucleus,supraoptic nucleus,SO,DHBA:10481,#7D526F,1238,170,255,195,1,1,1
1246,SO,superior olivary nucleus,supraoptic nucleus,SO,DHBA:10481,#7D526F,1238,170,255,195,1,1,1
1247,LSO,lateral superior olivary nucleus,lateral superior olivary nucleus,LSO,DHBA:12469,#476A9A,1545,170,255,195,1,1,1
1248,MSO,medial superior olivary nucleus,medial superior olive,MSO,DHBA:12470,#476A9A,1546,170,110,40,1,1,1
1249,SPO,superior paraolivary nucleus,superior paraolivary nucleus,SPO,DHBA:12463,#4C72A8,1547,240,50,230,1,1,1
1250,DPO,dorsal periolivary nucleus,dorsal periolivary nucleus,DPO,DHBA:15561,#727CB6,1548,145,30,180,1,1,1
1251,PrO,preolivary nucleus,preolivary nucleus,PrO,DHBA:266441709,#517DBE,421,134,144,37,1,1,1
1252,JxO,juxtaolivary nucleus,juxtaolivary nucleus,JxO,DHBA:12517,#517DBE,1549,128,0,0,1,1,1
1253,R7,retrofacial nucleus,retrofacial nucleus,R7,DHBA:12530,#4E78B0,1550,70,240,240,1,1,1
1254,RTz,retrotrapezoid nucleus,retrotrapezoid nucleus,RTz,DHBA:12531,#4E78B0,1551,245,130,48,1,1,1
1255,CAT,central nucleus of acoustic tract,central nucleus of acoustic tract,CAT,DHBA:12507,#6586BF,1552,60,180,75,1,1,1
1256,PnRa,pontine raphe region,raphe pontis nucleus,PnRa,DHBA:12471,#6586BF,422,160,110,72,1,1,1
1257,ATg,anterior tegmental nucleus,,,DHBA:AA30442,,1553,60,180,75,1,1,1
1258,VTg,ventral tegmental nucleus (of Gudden),ventral tegmental nucleus,VTg,DHBA:12266,#517DBE,416,20,151,144,1,1,1
1259,VTgr,"ventral tegmental nucleus,  rostral extension","ventral tegmental nucleus, rostral extension",VTgR,DHBA:146034960,#4E78B0,1554,245,130,48,1,1,1
1260,VTgif,"ventral tegmental nucleus, infrafascicular part","ventral tegmental nucleus, infrafascicular part",VTgI,DHBA:12267,#4E78B0,1555,128,128,0,1,1,1
1261,VTgpr,"ventral tegmental nucleus, principal part","ventral tegmental nucleus, principal part",VTgP,DHBA:12268,#4E78B0,1556,0,130,200,1,1,1
1262,VTgsf,"ventral tegmental nucleus, suprafascicular part","ventral tegmental nucleus, suprafascicular part",VTgS,DHBA:12269,#4E78B0,1557,70,240,240,1,1,1
1263,MnR,median raphe nucleus,median raphe nucleus,MnR,DHBA:12235,#56A1BB,353,231,54,76,1,1,1
1264,PMnR,paramedian raphe nucleus,paramedian raphe nucleus,PMnR,DHBA:12236,#56A1BB,354,237,142,152,1,1,1
1265,PRn,raphe pontis nucleus,raphe pontis nucleus,PRn,DHBA:12475,#4E78B0,1558,128,128,0,1,1,1
1266,RIP,raphe interpositus nucleus,raphe interpositus nucleus,RIP,DHBA:12476,#4E78B0,1559,250,190,212,1,1,1
1267,Rbd,rhabdoid nucleus,rhabdoid nucleus,Rbd,DHBA:12238,#56A1BB,356,136,62,178,1,1,1
1268,PnRF,Pontine reticular formation,Pontine reticular formation,PnRF,DHBA:12480,#7893C7,423,54,190,152,1,1,1
1269,RFce,central reticular nuclei of pontine tegmentum,,,DHBA:AA30443,,1560,170,110,40,1,1,1
1270,PnR,"pontine reticular nucleus, rostral part","pontine reticular nucleus, oral part",PnO,DHBA:12494,#517DBE,1561,220,190,255,1,1,1
1271,PnC,"pontine reticular nucleus, caudal part","pontine reticular nucleus, caudal part",PnC,DHBA:12493,#517DBE,1562,0,0,128,1,1,1
1272,PLN,paralemniscal nucleus,paralemniscal nucleus,PLN,DHBA:12495,#517DBE,1563,245,130,48,1,1,1
1273,RFve,ventral reticular nuclei of pons,,,DHBA:AA30444,,1564,255,225,25,1,1,1
1274,RtTg,reticulotegmental nucleus,reticulotegmental nucleus,RtTg,DHBA:12497,#517DBE,1565,250,190,212,1,1,1
1275,RtTgD,"reticulotegmental nucleus, dorsal part","reticulotegmental nucleus, dorsal part",RtTgD,DHBA:15555,#517DBE,1566,250,190,212,1,1,1
1276,RtTgV,"reticulotegmental nucleus, ventral part",,,DHBA:AA30445,,1567,128,0,0,1,1,1
1277,B9,B9 serotonin cell group,B9 serotonin cells,B9,DHBA:15556,#4E78B0,1568,170,110,40,1,1,1
1278,RFdo,dorsal reticular nuclei of pons,,,DHBA:AA30446,,1569,170,110,40,1,1,1
1279,SPTg,subpeduncular tegmental nucleus,,,DHBA:AA30447,,1570,255,225,25,1,1,1
1280,DMTg,dorsomedial tegmental area,dorsomedial tegmental area,DMTg,DHBA:15557,#517DBE,1480,210,245,60,1,1,1
1281,DMTg,dorsomedial tegmental nucleus,dorsomedial tegmental area,DMTg,DHBA:15557,#517DBE,1480,210,245,60,1,1,1
1282,SPB,subparabrachial nucleus,subparabrachial nucleus,SPB,DHBA:12491,#4E78B0,428,44,226,251,1,1,1
1283,Acs7,accessory facial nucleus,accessory facial nucleus,Acs7,DHBA:12419,#476A9A,405,155,207,43,1,1,1
1284,IIMLF,intermediate interstitial nucleus of medial longitudinal fasciculus,intermediate interstitial nucleus of medial longitudinal fasciculus,IIMLF,DHBA:12514,#517DBE,1572,0,0,128,1,1,1
1285,IMLF,interstitial nucleus of medial longitudinal fasciculus,interstitial nucleus of medial longitudinal fasciculus,IMLF,DHBA:12515,#517DBE,1573,170,255,195,1,1,1
1286,RFla,lateral reticular nuclei of pons,,,DHBA:AA30448,,1574,170,110,40,1,1,1
1287,SbC,subcoeruleus nucleus,subcoeruleus nucleus,SubC,DHBA:12500,#3D5C87,432,128,0,0,1,1,1
1288,SbCd,"subcoeruleus nucleus, dorsal part","subcoeruleus nucleus, dorsal part",SubCd,DHBA:12501,#3D5C87,1575,70,240,240,1,1,1
1289,SbCv,"subcoeruleus nucleus, ventral part","subcoeruleus nucleus, ventral part",SubCv,DHBA:12502,#3D5C87,1576,170,255,195,1,1,1
1290,MPL,medial paralemniscial nucleus,,,DHBA:AA30449,,1577,250,190,212,1,1,1
1291,K-pn,nucleus K in pons,nucleus K,K,DHBA:12522,#517DBE,1578,128,128,128,1,1,1
1292,L-pn,nucleus L in pons,nucleus L,L,DHBA:12523,#517DBE,1579,70,240,240,1,1,1
1293,PnBi,"pontobulbar nucleus, inferior part","pontobulbar nucleus, inferior part",PnBi,DHBA:12528,#517DBE,1580,250,190,212,1,1,1
1294,VLTg,ventrolateral tegmental nucleus,ventrolateral tegmental nucleus,VLTg,DHBA:12534,#4E78B0,1581,70,240,240,1,1,1
1295,PnX,uncharted region in pontine tegmentum ,,,DHBA:AA30450,,1582,230,25,75,1,1,1
1296,Mo,myelencephalon (medulla oblongata),myelencephalon (medulla oblongata),Mo,DHBA:10662,#D1D7E8,434,73,146,3,1,1,1
1297,MoPy,pyramidal part of medulla oblongata,pyramidal part of medulla oblongata,MoPy,DHBA:12535,#979ECB,435,187,157,188,1,1,1
1298,ArMo,arcuate nucleus of medulla oblongata,arcuate nucleus of medulla oblongata,Ar,DHBA:12536,#727CB6,1583,128,128,0,1,1,1
1299,Ct,conterminal nucleus of medulla,conterminal nucleus,Ct,DHBA:12537,#727CB6,1584,0,130,200,1,1,1
1300,MoTg,tegmentum of medulla oblongata,tegmentum of medulla oblongata,MoTg,DHBA:12538,#838BC1,436,92,5,108,1,1,1
1301,MoDo,dorsal cell group of medulla tegmentum,,,DHBA:AA30451,,1585,70,240,240,1,1,1
1302,MoCe,central gray of medulla oblongata,central gray of medulla oblongata,MoCG,DHBA:146034986,#5D6CB2,1586,255,215,180,1,1,1
1303,MoE,ependyma and subependymal layers of the medulla,ependyma and subependymal layers of the medulla,MoE,DHBA:146034990,#727CB6,1587,210,245,60,1,1,1
1304,MoEN,efferent nuclei of cranial nerves in the medulla oblongata,efferent nuclei of cranial nerves in the medulla oblongata,MoEN,DHBA:12539,#5D6CB2,437,65,147,36,1,1,1
1305,12N,hypoglossal nucleus,hypoglossal nucleus,12N,DHBA:12545,#415492,439,42,155,185,1,1,1
1306,12GH,"hypoglossal nucleus, geniohyoid part","hypoglossal nucleus, geniohyoid part",12GH,DHBA:12546,#415492,1588,128,128,128,1,1,1
1307,12L,"hypoglossal nucleus, lateral part","hypoglossal nucleus, lateral part",12L,DHBA:12547,#415492,1589,255,250,200,1,1,1
1308,12M,"hypoglossal nucleus, medial part","hypoglossal nucleus, medial part",12M,DHBA:12548,#415492,1590,255,215,180,1,1,1
1309,12V,"hypoglossal nucleus, ventral part","hypoglossal nucleus, ventral part",12V,DHBA:12549,#45599D,1591,255,225,25,1,1,1
1310,10N,dorsal motor nucleus of the vagus (vagal nerve nucleus),dorsal motor nucleus of the vagus (vagal nucleus),10N,DHBA:12550,#45599D,441,248,216,201,1,1,1
1311,10Ca,"dorsal motor nucleus of vagus, caudal part",,,DHBA:AA30452,,1592,220,190,255,1,1,1
1312,10CaI,"dorsal motor nucleus of vagus, caudointermediate part","dorsal motor nucleus of vagus, caudointermediate part",10CaI,DHBA:12551,#45599D,1593,240,50,230,1,1,1
1313,10CeI,"dorsal motor nucleus of vagus, centrointermediate part","dorsal motor nucleus of vagus, centrointermediate part",10CeI,DHBA:12552,#45599D,1594,220,190,255,1,1,1
1314,10DI,"dorsal motor nucleus of vagus, dorsointermediate part","dorsal motor nucleus of vagus, dorsointermediate part",10DI,DHBA:12553,#45599D,1595,145,30,180,1,1,1
1315,10DR,"dorsal motor nucleus of vagus, dorsorostral part","dorsal motor nucleus of vagus, dorsorostral part",10DR,DHBA:12554,#45599D,1596,255,250,200,1,1,1
1316,10F,"dorsal motor nucleus of vagus, medial fringe","dorsal motor nucleus of vagus, medial fringe",10F,DHBA:12555,#838BC1,1597,145,30,180,1,1,1
1317,10VI,"dorsal motor nucleus of vagus, ventrointermediate part","dorsal motor nucleus of vagus, ventrointermediate part",10VI,DHBA:15558,#45599D,1598,250,190,212,1,1,1
1318,10VR,"dorsal motor nucleus of the vagus, ventrorostral part","dorsal motor nucleus of the vagus, ventrorostral part",10VR,DHBA:15559,#45599D,1599,245,130,48,1,1,1
1319,ISN,inferior salivatory nucleus,inferior salivatory nucleus,InSV,DHBA:12544,#415492,440,128,128,0,1,1,1
1320,MoAN,afferent nuclei of cranial nerves in medulla oblongata,afferent nuclei of cranial nerves in medulla oblongata,MoAN,DHBA:12556,#5D6CB2,442,245,71,212,1,1,1
1321,Sol,solitary nucleus,solitary nucleus,Sol,DHBA:12557,#475CA9,443,227,103,229,1,1,1
1322,SolC,"solitary nucleus, commissural part","solitary nucleus, commissural part",SolC,DHBA:12558,#475CA9,1600,255,225,25,1,1,1
1323,SolD,"solitary nucleus, dorsal part","solitary nucleus, dorsal part",SolD,DHBA:12559,#475CA9,1601,60,180,75,1,1,1
1324,SolDL,"solitary nucleus, dorsolateral part","solitary nucleus, dorsolateral part",SolDL,DHBA:12560,#475CA9,1602,230,25,75,1,1,1
1325,SolG,"solitary nucleus, gelatinous part","solitary nucleus, gelatinous part",SolG,DHBA:12561,#475CA9,1603,220,190,255,1,1,1
1326,SolIM,"solitary nucleus, intermediate part","solitary nucleus, intermediate part",SolIM,DHBA:12562,#475CA9,1604,255,250,200,1,1,1
1327,SolI,"solitary nucleus, interstitial part","solitary nucleus, interstitial part",SolI,DHBA:12563,#475CA9,1605,128,0,0,1,1,1
1328,SolM,"solitary nucleus, medial part","solitary nucleus, medial part",SolM,DHBA:12566,#475CA9,1606,0,128,128,1,1,1
1329,SolPaC,"solitary nucleus, paracommissural part","solitary nucleus, paracommissural part",SolPaC,DHBA:12567,#475CA9,1607,60,180,75,1,1,1
1330,SolV,"solitary nucleus, ventral part","solitary nucleus, ventral part",SolV,DHBA:12568,#475CA9,1608,145,30,180,1,1,1
1331,SolVL,"solitary nucleus, ventrolateral part","solitary nucleus, ventrolateral part",SolVL,DHBA:12569,#475CA9,1609,128,0,0,1,1,1
1332,SSol,subsolitary nucleus,subsolitary nucleus,SSol,DHBA:12570,#727CB6,1610,145,30,180,1,1,1
1333,PSol,parasolitary nucleus,parasolitary nucleus,PSol,DHBA:12571,#727CB6,1611,170,110,40,1,1,1
1334,MoSR,sensory relay nuclei in medulla oblongata,sensory relay nuclei in medulla oblongata,MoSR,DHBA:12587,#5D6CB2,446,20,89,121,1,1,1
1335,ECu,external (accessory/lateral) cuneate nucleus,external (accessory/lateral) cuneate nucleus,ECu,DHBA:12588,#838BC1,447,129,104,151,1,1,1
1336,Cu,cuneate nucleus,cuneate nucleus,Cu,DHBA:12589,#5D6CB2,448,111,57,62,1,1,1
1337,CuR,"cuneate nucleus, rotundus part","Cuneate nucleus, rotundus part",CuR,DHBA:12590,#475CA9,1612,230,25,75,1,1,1
1338,CuT,"cuneate nucleus, triangular part","Cuneate nucleus, triangular part",CuT,DHBA:12591,#5D6CB2,1613,210,245,60,1,1,1
1339,Gr,gracile nucleus,gracile nucleus,Gr,DHBA:12592,#475CA9,449,86,68,91,1,1,1
1340,GrC,"gracile nucleus, central part","gracile nucleus, central part",GrC,DHBA:12593,#475CA9,1614,230,25,75,1,1,1
1341,GrR,"gracile nucleus, rostral part (shell)","gracile nucleus, rostral part (shell)",GrR,DHBA:12594,#45599D,1615,145,30,180,1,1,1
1342,MoDx,other nuclei in dorsal medulla ,,,DHBA:AA30453,,1616,255,225,25,1,1,1
1343,AP,area postrema,area postrema,AP,DHBA:12807,#87281A,1617,255,215,180,1,1,1
1344,Ro,nucleus of Roller,nucleus of Roller,Ro,DHBA:12654,#5D6CB2,1618,220,190,255,1,1,1
1345,PeCu,pericuneate nucleus,pericuneate nucleus,PeCu,DHBA:12657,#727CB6,1619,60,180,75,1,1,1
1346,IF12,interfascicular hypoglossal nucleus,interfascicular hypoglossal nucleus,IF12,DHBA:12650,#727CB6,1620,128,128,0,1,1,1
1347,CGL,central glial substance,central glial substance,CGL,DHBA:12647,#727CB6,1621,170,255,195,1,1,1
1348,Nt,notocuneate nucleus,notocuneate nucleus,Nt,DHBA:146034998,#727CB6,1622,0,128,128,1,1,1
1349,NA2,A2 noradrenaline cell group,,,DHBA:AA30454,,1623,255,215,180,1,1,1
1350,BIN,basal interstitial nucleus of medulla,basal interstitial nucleus,BI,DHBA:146034982,#727CB6,1624,128,128,128,1,1,1
1351,CeCex,extension of central cervical nucleus of spinal cord,,,DHBA:AA30455,,1625,170,110,40,1,1,1
1352,MnA,median accessory nucleus of medulla,,,DHBA:AA30456,,1626,245,130,48,1,1,1
1353,PrH,prepositus hypoglossal nucleus,prepositus hypoglossal nucleus,PrH,DHBA:12615,#5D6CB2,456,123,70,136,1,1,1
1354,InM,intercalated nucleus of medulla,intercalated nucleus of medulla,InM,DHBA:12612,#5D6CB2,453,196,165,14,1,1,1
1355,IPo,interpositus nucleus,interpositus nucleus,IPo,DHBA:12613,#5D6CB2,454,82,46,102,1,1,1
1356,EF,epifascicular nucleus,epifascicular nucleus,EF,DHBA:12649,#727CB6,1627,220,190,255,1,1,1
1357,Z-mo,nucleus Z in medulla oblongata,nucleus Z (posterodorsal subnucleus),Z,DHBA:12651,#727CB6,1628,255,225,25,1,1,1
1358,MoLa,lateral cell group of medulla tegmentum,,,DHBA:AA30457,,1629,255,215,180,1,1,1
1359,Sp5,spinal trigeminal nucleus,,,DHBA:AA30458,,444,42,77,31,1,1,1
1360,Sp5,lamina V of spinal cord,,,DHBA:AA30681,,444,42,77,31,1,1,1
1361,Sp5C,"spinal trigeminal nucleus, caudal part","spinal trigeminal nucleus, caudal part",Sp5C,DHBA:12573,#727CB6,1630,255,215,180,1,1,1
1362,DM5,dorsomedial spinal trigeminal nucleus,dorsomedial spinal trigeminal nucleus,DM5,DHBA:12577,#475CA9,1631,210,245,60,1,1,1
1363,Sp5ip,"spinal trigeminal nucleus, interpolar part","spinal trigeminal nucleus, interpolar part",Sp5ip,DHBA:12578,#5D6CB2,1632,145,30,180,1,1,1
1364,8Ve,vestibular nuclei in medulla,vestibular nuclei in medulla,8Ve,DHBA:12579,#475CA9,445,67,227,213,1,1,1
1365,I8,interstial nucleus of the vestibulocochlear nerve,interstial nucleus of the vestibulocochlear nerve,I8,DHBA:12580,#475CA9,1633,220,190,255,1,1,1
1366,MVe,medial vestibular nucleus,medial vestibular nucleus,MVe,DHBA:12581,#475CA9,1634,0,0,128,1,1,1
1367,MVeMC,"medial vestibular nucleus, magnocellular part","medial vestibular nucleus, magnocellular part",MVeMC,DHBA:12582,#475CA9,1635,60,180,75,1,1,1
1368,MVePC,"medial vestibular nucleus, parvicellular part","medial vestibular nucleus, parvicellular part",MVePC,DHBA:12583,#475CA9,1636,70,240,240,1,1,1
1369,EVe,nucleus of origin of vestibular efferents of vestibular nerve,nucleus of origin of vestibular efferents of vestibular nerve,EVe,DHBA:12584,#475CA9,1637,170,110,40,1,1,1
1370,SpVe,spinal (inferior) vestibular nucleus,spinal (inferior) vestibular nucleus,SpVe,DHBA:12585,#475CA9,1638,210,245,60,1,1,1
1371,PaVe,paravestibular nucleus,paravestibular nucleus,PaVe,DHBA:12586,#475CA9,1639,145,30,180,1,1,1
1372,X-mo,nucleus X in medulla oblongata (preaccessory cuneate nucleus),nucleus X (preaccessory cuneate nucleus),X,DHBA:12653,#727CB6,1640,170,255,195,1,1,1
1373,Y-hb,nucleus Y in hindbrain,nucleus Y,Y,DHBA:12652,#727CB6,1641,70,240,240,1,1,1
1374,Pa5,paratrigeminal nucleus,paratrigeminal nucleus,Pa5,DHBA:12656,#727CB6,1642,255,215,180,1,1,1
1375,Pe5,peritrigeminal nucleus,peritrigeminal nucleus,Pe5,DHBA:12658,#727CB6,1643,255,250,200,1,1,1
1376,PnBu,pontobulbar nucleus,pontobulbar nucleus,PnbN,DHBA:12614,#5D6CB2,455,0,0,128,1,1,1
1377,PrCB,precerebellar nuclei in medulla oblongata,precerebellar nuclei,PrCbN,DHBA:12595,#727CB6,450,0,128,128,1,1,1
1378,Crb,cribriform nucleus,cribriform nucleus,Crb,DHBA:12596,#5D6CB2,1644,240,50,230,1,1,1
1379,DPMn,dorsal paramedian nucleus,dorsal paramedian nucleus,DPMn,DHBA:12597,#5D6CB2,451,156,174,196,1,1,1
1380,CDPMn,caudal dorsal paramedian nucleus,caudal dorsal paramedian nucleus,CDPMn,DHBA:12598,#5D6CB2,1645,0,130,200,1,1,1
1381,RDPMn,rostral (oral) dorsal paramedian nucleus,rostral (oral) dorsal paramedian nucleus,ODPMn,DHBA:12599,#5D6CB2,1646,240,50,230,1,1,1
1382,IO,inferior olive,inferior olive,IO,DHBA:12600,#3E4D89,452,32,117,29,1,1,1
1383,IOdm,"inferior olive, dorsomedial cell group","inferior olive, dorsomedial cell group",IODM,DHBA:12601,#3E4D89,1647,230,25,75,1,1,1
1384,IObe,"inferior olive, beta nucleus","inferior olive, beta nucleus",IOBe,DHBA:12602,#3E4D89,1648,128,0,0,1,1,1
1385,IOd,"inferior olive, dorsal nucleus","inferior olive, dorsal nucleus",IOD,DHBA:12603,#3E4D89,1649,255,225,25,1,1,1
1386,IOdc,"inferior olive, dorsal nucleus, caudal part","inferior olive, dorsal nucleus, caudal part",IODC,DHBA:12604,#3E4D89,1650,255,250,200,1,1,1
1387,IOm,"inferior olive, medial nucleus","inferior olive, medial nucleus",IOM,DHBA:12605,#3E4D89,1651,60,180,75,1,1,1
1388,IOk,cap of Kooy of medial nucleus,Cap of Kooy of medial nucleus,IOK,DHBA:12606,#3E4D89,1652,70,240,240,1,1,1
1389,IOa,subnucleus A of medial nucleus,subnucleus A of medial nucleus,IOA,DHBA:12607,#3E4D89,1653,70,240,240,1,1,1
1390,IOb,subnucleus B of medial nucleus,subnucleus B of medial nucleus,IOB,DHBA:12608,#3E4D89,1654,250,190,212,1,1,1
1391,IOc,subnucleus C of medial nucleus,subnucleus C of medial nucleus,IOC,DHBA:12609,#3E4D89,1655,0,128,128,1,1,1
1392,IOpr,"inferior olive, principal nucleus","inferior olive, principal nucleus",IOPr,DHBA:12610,#3E4D89,1656,70,240,240,1,1,1
1393,IOvl,ventrolateral outgrowth of inferior olive,ventrolateral outgrowth of inferior olive,IOVL,DHBA:12611,#3E4D89,1657,128,128,128,1,1,1
1394,MoRF,medullary reticular formation in  medulla oblongata ,medullary reticular formation,MoRF,DHBA:12616,#979ECB,457,7,39,220,1,1,1
1395,Amb,ambiguus nucleus,ambiguus nucleus,Amb,DHBA:12540,#475CA9,438,54,206,242,1,1,1
1396,AmbC,"ambiguus nucleus, compact part","ambiguus nucleus, compact part",AmbC,DHBA:12541,#475CA9,1658,128,128,0,1,1,1
1397,AmbL,"ambiguus nucleus, loose part","ambiguus nucleus, loose part",AmbL,DHBA:12542,#475CA9,1659,255,215,180,1,1,1
1398,AmbSC,"ambiguus nucleus, semicompact part","ambiguus nucleus, semicompact part",AmbSC,DHBA:12543,#45599D,1660,128,128,0,1,1,1
1399,11N,accessory nerve nucleus (supraspinal nucleus),,,DHBA:AA30459,,1661,170,255,195,1,1,1
1400,DRt,dorsal reticular nucleus,dorsal reticular nucleus,DRt,DHBA:12617,#838BC1,458,67,181,99,1,1,1
1401,IRt,intermediate reticular nucleus,intermediate reticular nucleus,IRt,DHBA:12620,#979ECB,459,206,91,151,1,1,1
1402,CVL,caudoventrolateral reticular nucleus,caudoventrolateral reticular nucleus,CVL,DHBA:12621,#979ECB,1662,128,128,128,1,1,1
1403,NA/A,noradrenaline/adrenaline cell group 1,noradrenaline/adrenaline cell group 1,NA/A,DHBA:12622,#979ECB,1663,0,130,200,1,1,1
1404,RVRG,rostral ventral respiratory cell group,rostral ventral respiratory cell group,RVRG,DHBA:12623,#979ECB,1664,255,215,180,1,1,1
1405,RVL,rostroventrolateral reticular nucleus of hindbrain,rostroventrolateral reticular nucleus of hindbrain,RVL,DHBA:12624,#979ECB,1665,0,0,128,1,1,1
1406,GiRt,gigantocellular reticular nuclei,gigantocellular reticular nuclei,GiRt,DHBA:12625,#727CB6,460,203,203,239,1,1,1
1407,GiRtA,alpha gigantocellular reticular nucleus,alpha gigantocellular reticular nucleus,GiRtA,DHBA:12631,#475CA9,1666,170,255,195,1,1,1
1408,LPGi,lateral paragigantocellular nucleus,lateral paragigantocellular nucleus,LPGi,DHBA:12629,#475CA9,1667,60,180,75,1,1,1
1409,PGi,paragigantocellular nucleus,paragigantocellular nucleus,PGi,DHBA:12626,#475CA9,1668,250,190,212,1,1,1
1410,APGi,alpha part of paragigantocellular nucleus,alpha part of paragigantocellular nucleus,APGi,DHBA:12627,#475CA9,1669,128,128,0,1,1,1
1411,DPGi,dorsal paragigantocellular nucleus,dorsal paragigantocellular nucleus,DPGi,DHBA:12628,#475CA9,1670,128,128,128,1,1,1
1412,GiRtV,ventral gigantocellular reticular nucleus,ventral gigantocellular reticular nucleus,GiRtV,DHBA:12630,#475CA9,1671,240,50,230,1,1,1
1413,MdD,"medullary reticular nucleus, dorsal part (ventral reticular nucleus)","medullary reticular nucleus, dorsal part (ventral reticular nucleus)",MdD,DHBA:12639,#5D6CB2,1672,255,225,25,1,1,1
1414,MdV,"medullary reticular nucleus, ventral part (medial reticular nucleus)","medullary reticular nucleus, ventral part (medial reticular nucleus)",MdV,DHBA:12640,#5D6CB2,1673,255,250,200,1,1,1
1415,LRt,lateral reticular nucleus,lateral reticular nucleus (principal part),LRt,DHBA:12634,#5D6CB2,1674,255,225,25,1,1,1
